1810	03	01	Times	0003	1810	03	01	MorningChronicle	0003
1810	03	03	CaledonianMercury	0003	1810	03	01	MorningChronicle	0002
1810	03	03	Jackson'sOxfordJournal	0001	1810	03	01	DerbyMercury	0004
1810	03	03	Jackson'sOxfordJournal	0001	1810	03	02	MorningChronicle	0001
1810	03	03	Jackson'sOxfordJournal	0003	1810	03	02	MorningChronicle	0003
1810	03	03	Jackson'sOxfordJournal	0004	1810	03	01	DerbyMercury	0001
1810	03	03	Jackson'sOxfordJournal	0004	1810	03	01	DerbyMercury	0004
1810	03	03	Jackson'sOxfordJournal	0004	1810	03	01	Trewman'sExeterFlyingPost	0003
1810	03	03	Jackson'sOxfordJournal	0004	1810	03	03	CaledonianMercury	0001
1810	03	03	IpswichJournal	0001	1810	03	03	Jackson'sOxfordJournal	0004
1810	03	03	IpswichJournal	0002	1810	03	01	MorningChronicle	0003
1810	03	03	LeedsMercury	0002	1810	03	01	MorningChronicle	0003
1810	03	03	LeedsMercury	0002	1810	03	01	Times	0003
1810	03	04	Examiner	0004	1810	03	02	MorningChronicle	0003
1810	03	06		0001	1810	03	03	IpswichJournal	0004
1810	03	06		0003	1810	03	01	Times	0003
1810	03	06		0003	1810	03	03	IpswichJournal	0002
1810	03	06		0004	1810	03	03	Jackson'sOxfordJournal	0004
1810	03	07	AberdeenJournal	0002	1810	03	01	Times	0003
1810	03	07	AberdeenJournal	0002	1810	03	06		0003
1810	03	07	AberdeenJournal	0004	1810	03	06		0003
1810	03	08	DerbyMercury	0001	1810	03	03	Jackson'sOxfordJournal	0001
1810	03	08	DerbyMercury	0003	1810	03	01	MorningChronicle	0003
1810	03	08	DerbyMercury	0004	1810	03	03	Jackson'sOxfordJournal	0002
1810	03	08	DerbyMercury	0004	1810	03	03	Jackson'sOxfordJournal	0004
1810	03	08	Trewman'sExeterFlyingPost	0002	1810	03	03	Jackson'sOxfordJournal	0004
1810	03	08	Trewman'sExeterFlyingPost	0002	1810	03	06		0001
1810	03	08	Trewman'sExeterFlyingPost	0002	1810	03	06		0004
1810	03	08	Trewman'sExeterFlyingPost	0002	1810	03	08	DerbyMercury	0001
1810	03	08	Trewman'sExeterFlyingPost	0004	1810	03	08	DerbyMercury	0002
1810	03	10	Cobbet'sWeeklyPoliticalRegister	0009	1810	03	06		0003
1810	03	10	Cobbet'sWeeklyPoliticalRegister	0009	1810	03	07	AberdeenJournal	0002
1810	03	10	Jackson'sOxfordJournal	0001	1810	03	08	Trewman'sExeterFlyingPost	0004
1810	03	10	Jackson'sOxfordJournal	0004	1810	03	01	DerbyMercury	0004
1810	03	10	Jackson'sOxfordJournal	0004	1810	03	01	Trewman'sExeterFlyingPost	0003
1810	03	10	Jackson'sOxfordJournal	0004	1810	03	03	IpswichJournal	0001
1810	03	10	Jackson'sOxfordJournal	0004	1810	03	03	LeedsMercury	0001
1810	03	10	Jackson'sOxfordJournal	0004	1810	03	06		0001
1810	03	10	Jackson'sOxfordJournal	0004	1810	03	06		0004
1810	03	10	Jackson'sOxfordJournal	0004	1810	03	08	DerbyMercury	0001
1810	03	10	Jackson'sOxfordJournal	0004	1810	03	08	DerbyMercury	0004
1810	03	10	Jackson'sOxfordJournal	0004	1810	03	08	Trewman'sExeterFlyingPost	0002
1810	03	10	Jackson'sOxfordJournal	0004	1810	03	08	Trewman'sExeterFlyingPost	0003
1810	03	10	Jackson'sOxfordJournal	0004	1810	03	08	Trewman'sExeterFlyingPost	0004
1810	03	10	IpswichJournal	0001	1810	03	03	Jackson'sOxfordJournal	0004
1810	03	10	IpswichJournal	0001	1810	03	06		0003
1810	03	10	IpswichJournal	0001	1810	03	08	Trewman'sExeterFlyingPost	0002
1810	03	10	IpswichJournal	0001	1810	03	10	Jackson'sOxfordJournal	0004
1810	03	10	IpswichJournal	0004	1810	03	01	DerbyMercury	0004
1810	03	10	IpswichJournal	0004	1810	03	03	Jackson'sOxfordJournal	0004
1810	03	10	IpswichJournal	0004	1810	03	06		0004
1810	03	10	IpswichJournal	0004	1810	03	08	Trewman'sExeterFlyingPost	0002
1810	03	10	IpswichJournal	0004	1810	03	10	Jackson'sOxfordJournal	0002
1810	03	10	IpswichJournal	0004	1810	03	10	Jackson'sOxfordJournal	0004
1810	03	10	LeedsMercury	0001	1810	03	06		0002
1810	03	10	LeedsMercury	0001	1810	03	10	IpswichJournal	0001
1810	03	10	LeedsMercury	0002	1810	03	06		0003
1810	03	10	LeedsMercury	0002	1810	03	08	DerbyMercury	0002
1810	03	10	LeedsMercury	0002	1810	03	08	Trewman'sExeterFlyingPost	0002
1810	03	10	LeedsMercury	0002	1810	03	08	Trewman'sExeterFlyingPost	0004
1810	03	10	LeedsMercury	0002	1810	03	10	Jackson'sOxfordJournal	0001
1810	03	10	LeedsMercury	0002	1810	03	10	Jackson'sOxfordJournal	0004
1810	03	10	LeedsMercury	0002	1810	03	10	IpswichJournal	0001
1810	03	10	LeedsMercury	0003	1810	03	06		0003
1810	03	10	LeedsMercury	0004	1810	03	08	CaledonianMercury	0002
1810	03	10	LeedsMercury	0004	1810	03	10	Jackson'sOxfordJournal	0004
1810	03	10	MorningChronicle	0001	1810	03	03	Jackson'sOxfordJournal	0004
1810	03	12	HampshirePortsmouthTelegraph	0004	1810	03	07	Times	0003
